日付,始値,高値,安値,終値,出来高,
2019/04/18,22265 ,22290,22045,22110,607371,
2019/04/19,22250 ,22255,22160,22195,212234,
2019/04/22,22205 ,22280,22090,22235,446400,
2019/04/23,22240 ,22270,22115,22245,474139,
2019/04/24,22355 ,22375,22120,22170,525338,
2019/04/25,22225 ,22360,22155,22340,436829,
2019/04/26,22155 ,22280,22060,22250,609754,
2019/05/07,22125 ,22155,21870,21940,650285,
2019/05/08,21600 ,21640,21510,21580,669325,
2019/05/09,21515 ,21550,21300,21385,667498,
2019/05/10,21340 ,21585,21160,21310,1172453,
2019/05/13,21190 ,21280,21120,21175,485384,
2019/05/14,20770 ,21080,20750,21035,677572,
2019/05/15,21120 ,21185,20955,21165,571766,
2019/05/16,21110 ,21150,20940,21050,526353,
2019/05/17,21260 ,21390,21190,21270,622933,
2019/05/20,21260 ,21435,21260,21305,569276,
2019/05/21,21190 ,21315,21150,21245,523623,
2019/05/22,21395 ,21400,21255,21275,479463,
2019/05/23,21185 ,21210,21070,21105,514309,
2019/05/24,20860 ,21120,20855,21105,514112,
2019/05/27,21175 ,21230,21100,21200,397637,
2019/05/28,21220 ,21290,21185,21230,376606,
2019/05/29,21020 ,21060,20880,20950,613522,
2019/05/30,20895 ,20945,20800,20925,570863,
2019/05/31,20810 ,20845,20545,20545,923819,
2019/06/03,20300 ,20445,20290,20360,628003,
2019/06/04,20455 ,20465,20285,20360,480595,
2019/06/05,20740 ,20800,20685,20730,447037,
2019/06/06,20755 ,20850,20740,20740,344942,
2019/06/07,20870 ,20915,20810,20915,336359,
2019/06/10,21145 ,21160,21070,21145,437747,
2019/06/11,21105 ,21230,21065,21210,444241,
2019/06/12,21195 ,21260,21120,21120,325572,
2019/06/13,21040 ,21115,20930,21020,203986,
2019/06/14,20975 ,21055,20915,21030,393348,
2019/06/17,21000 ,21125,20985,21070,340701,
2019/06/18,21050 ,21090,20860,20905,436424,
2019/06/19,21210 ,21295,21200,21265,432931,
2019/06/20,21340 ,21425,21305,21400,482257,
2019/06/21,21445 ,21455,21150,21190,569374,
2019/06/24,21175 ,21270,21120,21230,392120,
2019/06/25,21160 ,21250,21040,21080,521349,
2019/06/26,21050 ,21095,21000,21040,329978,
2019/06/27,21090 ,21295,21085,21260,523364,
2019/06/28,21205 ,21285,21155,21220,448517,
2019/07/01,21635 ,21765,21520,21765,565145,
2019/07/02,21670 ,21750,21645,21725,383783,
2019/07/03,21640 ,21670,21525,21590,440193,
2019/07/04,21700 ,21720,21635,21670,243462,
2019/07/05,21665 ,21700,21610,21700,331972,
2019/07/08,21640 ,21645,21460,21530,505444,
2019/07/09,21580 ,21660,21475,21510,435457,
2019/07/10,21490 ,21575,21470,21500,368966,
2019/07/11,21530 ,21630,21500,21605,395788,
2019/07/12,21605 ,21685,21555,21630,385937,
2019/07/16,21585 ,21620,21480,21500,327139,
2019/07/17,21450 ,21465,21355,21420,334276,
2019/07/18,21285 ,21320,20955,21010,605580,
2019/07/19,21150 ,21445,21085,21380,587260,
2019/07/22,21345 ,21415,21285,21360,412955,
2019/07/23,21395 ,21660,21375,21600,474569,
2019/07/24,21700 ,21720,21650,21670,291821,
2019/07/25,21750 ,21800,21720,21750,358436,
2019/07/26,21645 ,21680,21560,21595,329506,
2019/07/29,21610 ,21625,21485,21570,351146,
2019/07/30,21660 ,21770,21630,21655,440420,
2019/07/31,21485 ,21565,21445,21555,520325,
2019/08/01,21350 ,21535,21260,21490,638054,
2019/08/02,21045 ,21150,20925,21010,859079,
2019/08/05,20855 ,20915,20480,20595,1076125,
2019/08/06,20000 ,20580,19960,20530,1353928,
2019/08/07,20515 ,20545,20345,20475,813955,
2019/08/08,20520 ,20660,20430,20560,691587,
2019/08/09,20685 ,20765,20650,20650,467417,
2019/08/13,20335 ,20470,20310,20350,490392,
2019/08/14,20680 ,20685,20540,20585,509737,
2019/08/15,20180 ,20390,20160,20380,657144,
2019/08/16,20330 ,20440,20270,20385,406652,
2019/08/19,20600 ,20615,20470,20580,347474,
2019/08/20,20610 ,20660,20560,20660,270924,
2019/08/21,20475 ,20610,20460,20570,300427,
2019/08/22,20715 ,20720,20560,20615,332059,
2019/08/23,20570 ,20715,20570,20715,329825,
2019/08/26,20085 ,20325,20065,20300,796950,
2019/08/27,20490 ,20525,20415,20425,406376,
2019/08/28,20450 ,20495,20410,20480,298104,
2019/08/29,20475 ,20505,20350,20455,358750,
2019/08/30,20650 ,20740,20630,20695,375404,
2019/09/02,20605 ,20665,20580,20595,271727,
2019/09/03,20575 ,20655,20560,20655,332851,
2019/09/04,20585 ,20695,20550,20695,385043,
2019/09/05,20790 ,21165,20780,21070,732291,
2019/09/06,21180 ,21245,21140,21195,407885,
2019/09/09,21190 ,21335,21185,21325,390478,
2019/09/10,21345 ,21440,21345,21350,378590,
2019/09/11,21460 ,21620,21440,21565,463649,
2019/09/12,21780 ,21825,21745,21820,172980,
2019/09/13,21680 ,21840,21645,21800,512870,
2019/09/17,21840 ,21865,21700,21810,443595,
2019/09/18,21850 ,21865,21775,21800,287133,
2019/09/19,21900 ,22090,21830,21875,690757,
2019/09/20,21975 ,22030,21880,21910,343929,
2019/09/24,21915 ,22000,21895,21940,358471,
2019/09/25,21800 ,21900,21730,21805,450188,
2019/09/26,21930 ,22010,21820,21860,515507,
2019/09/27,21975 ,21980,21720,21810,624610,
2019/09/30,21720 ,21805,21655,21720,542562,
2019/10/01,21860 ,21965,21795,21965,446477,
2019/10/02,21715 ,21785,21690,21720,377961,
2019/10/03,21400 ,21415,21260,21270,672483,
2019/10/04,21325 ,21405,21260,21340,420192,
2019/10/07,21460 ,21470,21320,21375,351152,
2019/10/08,21500 ,21630,21460,21620,434734,
2019/10/09,21365 ,21455,21350,21435,360978,
2019/10/10,21400 ,21600,21300,21515,823847,
2019/10/11,21695 ,21805,21665,21800,431994,
2019/10/15,22100 ,22215,22030,22200,492248,
2019/10/16,22500 ,22615,22425,22485,668616,
2019/10/17,22490 ,22510,22415,22460,326888,
2019/10/18,22505 ,22650,22460,22460,456116,
2019/10/21,22490 ,22575,22480,22570,276792,
2019/10/23,22710 ,22720,22475,22650,546258,
2019/10/24,22770 ,22795,22730,22780,325142,
2019/10/25,22800 ,22820,22705,22770,345856,
2019/10/28,22845 ,22885,22820,22850,242011,
2019/10/29,22950 ,22995,22930,22970,291801,
2019/10/30,22925 ,22945,22810,22840,324506,
2019/10/31,22935 ,22985,22870,22950,342849,
2019/11/01,22720 ,22850,22685,22850,348949,
2019/11/05,23180 ,23330,23140,23320,518333,
2019/11/06,23330 ,23340,23245,23300,343263,
2019/11/07,23280 ,23365,23250,23360,345258,
2019/11/08,23545 ,23600,23300,23385,638332,
2019/11/11,23455 ,23470,23295,23295,343887,
2019/11/12,23360 ,23550,23305,23545,403401,
2019/11/13,23430 ,23450,23260,23300,417787,
2019/11/14,23310 ,23365,23050,23125,626938,
2019/11/15,23140 ,23395,23120,23340,517425,
2019/11/18,23305 ,23430,23265,23400,351682,
2019/11/19,23350 ,23435,23235,23285,402573,
2019/11/20,23200 ,23300,23020,23140,576953,
2019/11/21,23090 ,23100,22720,23050,939355,
2019/11/22,23070 ,23210,23025,23130,401027,
2019/11/25,23280 ,23345,23250,23325,299957,
2019/11/26,23450 ,23620,23350,23380,645097,
2019/11/27,23460 ,23505,23415,23475,319188,
2019/11/28,23485 ,23495,23370,23410,360871,
2019/11/29,23480 ,23495,23275,23290,388699,
2019/12/02,23370 ,23565,23360,23560,380533,
2019/12/03,23190 ,23385,23180,23330,522687,
2019/12/04,23095 ,23180,23035,23105,561214,
2019/12/05,23330 ,23375,23260,23315,444725,
2019/12/06,23340 ,23440,23315,23420,327936,
2019/12/09,23530 ,23550,23365,23445,363909,
2019/12/10,23380 ,23450,23330,23450,410179,
2019/12/11,23440 ,23445,23330,23375,345156,
2019/12/12,23440 ,23480,23365,23480,141175,
2019/12/13,23795 ,24025,23785,23975,845660,
2019/12/16,23930 ,23980,23875,23935,357722,
2019/12/17,24050 ,24055,23935,24010,339423,
2019/12/18,23970 ,23985,23815,23815,355948,
2019/12/19,23845 ,23880,23750,23830,303147,
2019/12/20,23815 ,23845,23675,23730,397246,
2019/12/23,23850 ,23865,23745,23750,252902,
2019/12/24,23790 ,23795,23730,23760,174766,
2019/12/25,23770 ,23770,23710,23710,84686,
2019/12/26,23705 ,23870,23695,23830,272059,
2019/12/27,23910 ,23930,23815,23840,292217,
2019/12/30,23755 ,23770,23620,23640,396802,
2020/01/06,23190 ,23315,23095,23095,647752,
2020/01/07,23285 ,23550,23260,23490,658556,
2020/01/08,23115 ,23320,22910,23155,1411482,
2020/01/09,23510 ,23750,23505,23700,549774,
2020/01/10,23770 ,23880,23730,23790,431337,
2020/01/14,23930 ,24030,23920,24000,417637,
2020/01/15,23905 ,23970,23850,23910,419956,
2020/01/16,23940 ,23955,23880,23940,268827,
2020/01/17,24100 ,24105,23985,24035,351248,
2020/01/20,24035 ,24085,24025,24075,249324,
2020/01/21,24035 ,24050,23780,23860,561693,
2020/01/22,23785 ,24020,23780,24015,502756,
2020/01/23,23810 ,23890,23745,23750,528597,
2020/01/24,23810 ,23845,23720,23800,311681,
2020/01/27,23305 ,23440,23275,23310,615875,
2020/01/28,23130 ,23220,23080,23165,525915,
2020/01/29,23310 ,23375,23185,23360,535677,
2020/01/30,23260 ,23290,22860,22970,890637,
2020/01/31,23140 ,23400,23115,23130,834823,
2020/02/03,22775 ,23005,22720,22895,1006859,
2020/02/04,22835 ,23090,22825,23090,665149,
2020/02/05,23335 ,23390,23210,23365,715164,
2020/02/06,23680 ,23980,23630,23935,882366,
2020/02/07,23925 ,23960,23730,23830,623281,
2020/02/10,23600 ,23800,23590,23640,649419,
2020/02/12,23875 ,23885,23705,23870,492995,
2020/02/13,23950 ,23970,23765,23790,628613,
2020/02/14,23700 ,23760,23585,23635,571165,
2020/02/17,23560 ,23575,23315,23545,657242,
2020/02/18,23430 ,23435,23110,23200,699645,
2020/02/19,23290 ,23450,23215,23375,657152,
2020/02/20,23660 ,23790,23405,23510,964753,
2020/02/21,23470 ,23570,23300,23300,687463,
2020/02/25,22310 ,22725,22260,22670,1072277,
2020/02/26,22200 ,22460,22105,22330,1271357,
2020/02/27,22270 ,22300,21835,21850,1125989,
2020/02/28,21375 ,21455,20910,20920,1391879,
2020/03/02,20800 ,21595,20665,21170,1509235,
2020/03/03,21500 ,21730,20965,20980,1022132,
2020/03/04,20840 ,21255,20780,21130,796689,
2020/03/05,21380 ,21440,21220,21370,594513,
2020/03/06,20970 ,21065,20610,20715,849509,
2020/03/09,19900 ,19965,19420,19420,1230515,
2020/03/10,19355 ,19970,18885,19825,1312701,
2020/03/11,19635 ,19980,19370,19370,850436,
2020/03/12,19135 ,19155,18330,18355,430389,
2020/03/13,16640 ,17965,16475,16790,1934216,
2020/03/16,17250 ,17595,16650,16835,1053919,
2020/03/17,16510 ,17350,16150,16670,1437647,
2020/03/18,16900 ,17320,16440,16505,1035631,
2020/03/19,16820 ,17015,16055,16545,1148764,
2020/03/23,16420 ,16910,16190,16910,952483,
2020/03/24,17430 ,18255,17335,18255,945960,
2020/03/25,18870 ,19455,18635,19240,923282,
2020/03/26,18650 ,18945,18245,18360,815101,
2020/03/27,19145 ,19205,18630,19085,866158,
2020/03/30,18650 ,19020,18540,18795,725073,
2020/03/31,19095 ,19310,18585,18705,673047,
2020/04/01,18545 ,18760,17825,17825,715416,
2020/04/02,17800 ,18110,17665,17865,747559,
2020/04/03,17910 ,18045,17610,17685,477946,
2020/04/06,17770 ,18700,17725,18565,825905,
2020/04/07,18930 ,19150,18520,19150,849455,
2020/04/08,19025 ,19440,18700,18925,855865,
2020/04/09,19280 ,19490,19135,19490,598748,
2020/04/10,19450 ,19545,19215,19310,421959,
2020/04/13,19220 ,19355,18985,19060,436482,
2020/04/14,19135 ,19700,19075,19610,648129,
2020/04/15,19520 ,19640,19435,19580,493033,
2020/04/16,19260 ,19340,19130,19245,457594,
2020/04/17,19600 ,19910,19585,19700,692454,
2020/04/20,19540 ,19770,19525,19645,425278,
2020/04/21,19435 ,19520,19165,19320,621699,
2020/04/22,19090 ,19115,18830,19025,582087,
2020/04/23,19235 ,19470,19200,19440,473635,
2020/04/24,19340 ,19355,19150,19190,418805,
2020/04/27,19450 ,19805,19425,19720,523175,
2020/04/28,19760 ,19825,19615,19810,483787,
2020/04/30,20320 ,20355,20060,20065,576116,
2020/05/01,19950 ,19965,19525,19630,644855,
2020/05/07,19355 ,19730,19350,19700,552427,
2020/05/08,19830 ,20195,19815,20135,635331,
2020/05/11,20345 ,20525,20290,20490,500418,
2020/05/12,20470 ,20470,20275,20295,446920,
2020/05/13,20100 ,20350,20035,20350,551845,
2020/05/14,20160 ,20175,19780,19780,624998,
2020/05/15,20095 ,20180,19815,20045,794397,
2020/05/18,20070 ,20210,19985,20210,495004,
2020/05/19,20620 ,20665,20420,20530,586645,
2020/05/20,20450 ,20680,20420,20555,432990,
2020/05/21,20700 ,20735,20490,20620,464585,
2020/05/22,20540 ,20610,20315,20365,589847,
2020/05/25,20660 ,20815,20575,20815,393990,
2020/05/26,20980 ,21330,20925,21275,752063,
2020/05/27,21230 ,21485,21135,21485,722985,
2020/05/28,21640 ,22025,21570,22025,994165,
2020/05/29,21825 ,21960,21700,21810,739166,
2020/06/01,21870 ,22165,21865,22115,655164,
2020/06/02,22190 ,22410,22110,22365,662391,
2020/06/03,22715 ,22825,22460,22725,860862,
2020/06/04,22970 ,22980,22490,22760,826426,
2020/06/05,22680 ,22900,22555,22870,565813,
2020/06/08,23220 ,23235,23025,23185,621714,
2020/06/09,23180 ,23190,22925,23110,600070,
2020/06/10,22890 ,23180,22885,23015,445711,
2020/06/11,22745 ,22945,22455,22525,281838,
2020/06/12,21830 ,22290,21705,22140,1006460,
2020/06/15,22000 ,22185,21335,21360,944216,
2020/06/16,22040 ,22565,22000,22360,841464,
2020/06/17,22385 ,22530,22185,22530,628131,
2020/06/18,22325 ,22370,22050,22200,672354,
2020/06/19,22440 ,22510,22280,22510,424507,
2020/06/22,22280 ,22520,22235,22325,420607,
2020/06/23,22620 ,22685,22180,22560,944740,
2020/06/24,22535 ,22610,22415,22460,419443,
2020/06/25,22205 ,22360,22095,22220,615733,
2020/06/26,22450 ,22525,22340,22425,414509,
2020/06/29,22240 ,22255,21925,22050,639109,
2020/06/30,22395 ,22425,22210,22235,431564,
2020/07/01,22310 ,22335,22005,22090,440037,
2020/07/02,22180 ,22250,22035,22180,493955,
2020/07/03,22305 ,22305,22115,22280,389203,
2020/07/06,22260 ,22710,22240,22650,641315,
2020/07/07,22650 ,22710,22475,22540,625145,
2020/07/08,22450 ,22635,22375,22375,562913,
2020/07/09,22500 ,22670,22430,22490,590775,
2020/07/10,22460 ,22550,22270,22290,606113,
2020/07/13,22610 ,22780,22535,22710,518256,
2020/07/14,22625 ,22650,22510,22570,475672,
2020/07/15,22790 ,22945,22775,22945,569956,
2020/07/16,22900 ,22910,22710,22760,578148,
2020/07/17,22790 ,22835,22620,22670,454174,
2020/07/20,22735 ,22770,22550,22650,460727,
2020/07/21,22800 ,22905,22775,22840,339796,
2020/07/22,22760 ,22835,22705,22750,359012,
2020/07/27,22510 ,22720,22390,22690,519357,
2020/07/28,22660 ,22815,22615,22615,391709,
2020/07/29,22530 ,22550,22340,22340,433934,
2020/07/30,22525 ,22525,22315,22320,371547,
2020/07/31,22300 ,22305,21680,21765,887086,
2020/08/03,21955 ,22200,21900,22090,574276,
2020/08/04,22360 ,22590,22355,22590,447879,
2020/08/05,22460 ,22535,22340,22510,435242,
2020/08/06,22485 ,22575,22335,22390,481689,
2020/08/07,22415 ,22425,22185,22340,457023,
2020/08/11,22495 ,22745,22485,22720,484300,
2020/08/12,22755 ,22900,22650,22900,605045,
2020/08/13,23150 ,23305,23125,23205,642415,
2020/08/14,23270 ,23345,23205,23280,428720,
2020/08/17,23120 ,23240,23045,23085,474907,
2020/08/18,23130 ,23135,22925,23060,478234,
2020/08/19,23030 ,23140,22945,23130,387438,
2020/08/20,23010 ,23070,22830,22880,516760,
2020/08/21,23015 ,23130,22880,22900,539453,
2020/08/24,22945 ,23005,22840,23000,353654,
2020/08/25,23160 ,23425,23160,23330,504280,
2020/08/26,23300 ,23340,23190,23220,344603,
2020/08/27,23280 ,23345,23140,23200,330460,
2020/08/28,23235 ,23390,22555,22895,943201,
2020/08/31,23125 ,23375,23115,23160,555845,
2020/09/01,23120 ,23210,23040,23160,376904,
2020/09/02,23240 ,23295,23160,23295,358222,
2020/09/03,23610 ,23615,23425,23470,507585,
2020/09/04,23060 ,23260,23020,23170,531006,
2020/09/07,23190 ,23220,23055,23055,416003,
2020/09/08,23250 ,23315,23120,23255,398256,
2020/09/09,22960 ,23060,22875,22965,437230,
2020/09/10,23190 ,23260,23135,23240,155000,
2020/09/11,23040 ,23255,22985,23200,465403,
2020/09/14,23300 ,23425,23295,23420,296856,
2020/09/15,23285 ,23320,23190,23320,309602,
2020/09/16,23265 ,23340,23235,23300,244973,
2020/09/17,23265 ,23280,23100,23105,438166,
2020/09/18,23215 ,23245,23135,23220,302675,
2020/09/23,23030 ,23210,22995,23185,478146,
2020/09/24,23040 ,23080,22875,22925,522051,
2020/09/25,23060 ,23130,23000,23030,386679,
2020/09/28,23200 ,23350,23145,23295,401976,
2020/09/29,23390 ,23605,23330,23525,557989,
2020/09/30,23440 ,23515,23120,23180,608731,
2020/10/01,23350 ,23355,23210,23315,265630,
2020/10/02,23325 ,23350,22940,22980,721392,
2020/10/05,23260 ,23360,23215,23280,369668,
2020/10/06,23395 ,23420,23310,23400,353858,
2020/10/07,23280 ,23415,23255,23410,407339,
2020/10/08,23480 ,23690,23455,23635,505869,
2020/10/09,23660 ,23730,23530,23570,397081,
2020/10/12,23570 ,23595,23480,23520,327542,
2020/10/13,23620 ,23640,23475,23585,343232,
2020/10/14,23530 ,23645,23500,23590,360067,
2020/10/15,23550 ,23570,23445,23500,365984,
2020/10/16,23520 ,23525,23365,23405,413209,
2020/10/19,23545 ,23690,23535,23660,410575,
2020/10/20,23570 ,23660,23505,23535,363754,
2020/10/21,23590 ,23680,23585,23650,358135,
2020/10/22,23520 ,23540,23420,23500,382228,
2020/10/23,23570 ,23575,23450,23490,363541,
2020/10/26,23530 ,23555,23465,23480,234343,
2020/10/27,23400 ,23490,23225,23490,402601,
2020/10/28,23345 ,23440,23325,23425,364966,
2020/10/29,23100 ,23360,23090,23320,448159,
2020/10/30,23235 ,23300,22895,22895,626186,
2020/11/02,23070 ,23355,23040,23280,549263,
2020/11/04,23800 ,23850,23520,23740,963102,
2020/11/05,23890 ,24185,23860,24120,656714,
2020/11/06,24120 ,24385,24080,24340,618022,
2020/11/09,24580 ,24965,24540,24860,696171,
2020/11/10,25380 ,25395,24825,24950,757214,
2020/11/11,25290 ,25420,25145,25420,542077,
2020/11/12,25500 ,25590,25315,25360,558538,
2020/11/13,25390 ,25460,25205,25340,524085,
2020/11/16,25700 ,25985,25670,25985,496540,
2020/11/17,26140 ,26145,25860,26040,466700,
2020/11/18,25925 ,25945,25650,25700,493754,
2020/11/19,25670 ,25675,25470,25540,476420,
2020/11/20,25480 ,25555,25425,25545,352375,
2020/11/24,26000 ,26275,25950,26225,490074,
2020/11/25,26475 ,26715,26250,26380,731983,
2020/11/26,26315 ,26575,26250,26575,396524,
2020/11/27,26450 ,26670,26410,26630,492415,
2020/11/30,26880 ,26890,26405,26460,608858,
2020/12/01,26540 ,26870,26530,26800,468499,
2020/12/02,26835 ,26920,26685,26840,426842,
2020/12/03,26810 ,26925,26715,26850,433853,
2020/12/04,26750 ,26805,26645,26775,364723,
2020/12/07,26880 ,26955,26500,26565,456670,
2020/12/08,26460 ,26540,26315,26490,430439,
2020/12/09,26540 ,26865,26505,26865,367722,
2020/12/10,26660 ,26845,26630,26710,145309,
2020/12/11,26720 ,26760,26485,26525,434501,
2020/12/14,26555 ,26805,26545,26690,368745,
2020/12/15,26620 ,26675,26535,26630,333217,
2020/12/16,26730 ,26810,26655,26670,267110,
2020/12/17,26720 ,26775,26620,26770,325236,
2020/12/18,26720 ,26760,26645,26740,244749,
2020/12/21,26720 ,26840,26460,26650,476722,
2020/12/22,26450 ,26590,26305,26345,455946,
2020/12/23,26570 ,26575,26355,26480,364890,
2020/12/24,26605 ,26695,26535,26650,295683,
2020/12/25,26620 ,26650,26585,26650,104447,
2020/12/28,26620 ,26810,26600,26780,273988,
2020/12/29,26880 ,27590,26870,27565,637444,
2020/12/30,27520 ,27600,27320,27470,444211,
2021/01/04,27600 ,27660,27015,27320,655619,
2021/01/05,27090 ,27255,27050,27075,410603,
2021/01/06,27090 ,27170,26970,27015,514888,
2021/01/07,27310 ,27600,27305,27435,492382,
2021/01/08,27645 ,28170,27640,28140,618972,
2021/01/12,28105 ,28270,27940,28190,522166,
2021/01/13,28120 ,28490,28100,28460,442419,
2021/01/14,28400 ,28965,28385,28810,785542,
2021/01/15,28845 ,28900,28440,28465,514900,
2021/01/18,28240 ,28330,28085,28190,433835,
2021/01/19,28370 ,28705,28370,28670,446620,
2021/01/20,28750 ,28815,28375,28490,465646,
2021/01/21,28740 ,28835,28650,28730,365839,
2021/01/22,28590 ,28680,28505,28630,317476,
2021/01/25,28660 ,28800,28545,28780,313515,
2021/01/26,28745 ,28760,28505,28530,336390,
2021/01/27,28710 ,28735,28525,28640,320000,
2021/01/28,28040 ,28345,27870,28050,618367,
2021/01/29,28305 ,28350,27570,27570,654047,
2021/02/01,27670 ,28140,27575,28140,403124,
2021/02/02,28300 ,28380,28070,28360,413075,
2021/02/03,28490 ,28665,28395,28635,399707,
2021/02/04,28530 ,28590,28285,28330,424555,
2021/02/05,28630 ,28800,28530,28785,419334,
2021/02/08,28850 ,29410,28805,29410,530463,
2021/02/09,29465 ,29585,29335,29500,418456,
2021/02/10,29410 ,29555,29350,29420,334037,
2021/02/12,29470 ,29670,29380,29380,328704,
2021/02/15,29690 ,30125,29685,30095,487151,
2021/02/16,30250 ,30710,30165,30600,712784,
2021/02/17,30380 ,30400,30160,30400,464615,
2021/02/18,30360 ,30565,30130,30230,528728,
2021/02/19,30025 ,30160,29740,30040,560227,
2021/02/22,30240 ,30455,30075,30170,509828,
2021/02/24,30035 ,30075,29615,29640,582827,
2021/02/25,30190 ,30240,30080,30190,400465,
2021/02/26,29640 ,29660,28970,29250,983929,
2021/03/01,29615 ,29715,29475,29580,414102,
2021/03/02,29950 ,30010,29310,29490,579693,
2021/03/03,29590 ,29615,29330,29590,349563,
2021/03/04,29285 ,29300,28705,28985,745701,
2021/03/05,28820 ,28870,28295,28760,797841,
2021/03/08,29400 ,29405,28640,28765,689384,
2021/03/09,28910 ,29100,28610,29070,649869,
2021/03/10,29240 ,29245,28960,28985,410944,
2021/03/11,29110 ,29260,29005,29230,149595,
2021/03/12,29250 ,29595,29030,29585,598306,
2021/03/15,29585 ,29720,29495,29530,433568,
2021/03/16,29645 ,29860,29570,29715,396427,
2021/03/17,29665 ,29815,29630,29720,314660,
2021/03/18,29900 ,30320,29870,30055,629596,
2021/03/19,29750 ,29885,29450,29490,528691,
2021/03/22,29245 ,29250,28925,28935,544425,
2021/03/23,29120 ,29325,28770,28810,495886,
2021/03/24,28610 ,28685,28145,28190,622539,
2021/03/25,28350 ,28650,28230,28610,495299,
2021/03/26,28980 ,29100,28770,29100,506223,
2021/03/29,29425 ,29435,29010,29080,647513,
2021/03/30,29390 ,29485,29280,29480,383288,
2021/03/31,29350 ,29350,29135,29210,456630,
2021/04/01,29430 ,29590,29310,29400,424185,
2021/04/02,29700 ,29930,29690,29930,326096,
2021/04/05,30090 ,30215,30025,30075,304234,
2021/04/06,30250 ,30280,29670,29700,507155,
2021/04/07,29720 ,29870,29515,29710,412306,
2021/04/08,29690 ,29745,29505,29670,329865,
2021/04/09,29840 ,30075,29755,29770,464302,
2021/04/12,29930 ,29935,29540,29575,389012,
2021/04/13,29660 ,29900,29570,29780,377263,
2021/04/14,29770 ,29780,29565,29615,348232,
2021/04/15,29560 ,29790,29520,29620,344200,
2021/04/16,29750 ,29835,29615,29730,341549,
2021/04/19,29720 ,29815,29515,29690,409264,
2021/04/20,29400 ,29410,29000,29135,505980,
2021/04/21,28645 ,28785,28405,28540,568333,
2021/04/22,28840 ,29175,28790,29120,511840,
2021/04/23,28875 ,29035,28760,28970,351991,
2021/04/26,29130 ,29250,28890,29165,419145,
2021/04/27,29260 ,29265,28990,28995,299195,
2021/04/28,29000 ,29140,28865,29050,318700,
2021/04/30,28900 ,29055,28760,28885,379665,
2021/05/06,29045 ,29445,28965,29310,491321,
2021/05/07,29310 ,29460,29235,29385,348393,
2021/05/10,29370 ,29695,29350,29570,393067,
2021/05/11,29235 ,29310,28525,28690,729139,
2021/05/12,28600 ,28845,27875,28140,921780,
2021/05/13,27800 ,27805,27380,27485,712775,
2021/05/14,27830 ,28145,27725,28040,568393,
2021/05/17,28310 ,28350,27620,27770,577800,
2021/05/18,27900 ,28490,27890,28455,503852,
2021/05/19,28040 ,28220,27835,27970,548549,
2021/05/20,27835 ,28180,27785,28090,476336,
2021/05/21,28290 ,28415,28185,28350,437162,
2021/05/24,28285 ,28595,28205,28340,433117,
2021/05/25,28550 ,28630,28440,28600,338654,
2021/05/26,28430 ,28720,28385,28590,363890,
2021/05/27,28550 ,28595,28355,28530,441443,
2021/05/28,28930 ,29200,28900,29125,482809,
2021/05/31,29010 ,29160,28795,28970,479084,
2021/06/01,29010 ,29095,28600,28760,545907,
2021/06/02,28730 ,29020,28560,28930,479044,
2021/06/03,28870 ,29155,28860,29070,397384,
2021/06/04,28925 ,28995,28760,28930,416560,
2021/06/07,29230 ,29275,28955,29020,388483,
2021/06/08,29140 ,29210,28955,29055,420225,
2021/06/09,28975 ,29005,28835,28840,292682,
2021/06/10,28850 ,29015,28790,28975,128626,
2021/06/11,28940 ,29045,28785,28880,407771,
2021/06/14,29095 ,29175,28975,29140,298826,
2021/06/15,29275 ,29440,29200,29405,412163,
2021/06/16,29270 ,29395,29220,29250,286572,
2021/06/17,29150 ,29205,28820,29000,506740,
2021/06/18,29170 ,29170,28910,28930,343157,
2021/06/21,28475 ,28485,27715,28020,879367,
2021/06/22,28700 ,28855,28490,28750,587523,
2021/06/23,28880 ,28965,28810,28810,338261,
2021/06/24,28770 ,28895,28710,28800,270441,
2021/06/25,29025 ,29120,28945,29040,299474,
2021/06/28,29005 ,29080,28945,28950,256414,
2021/06/29,28900 ,28925,28695,28760,363978,
2021/06/30,28825 ,29000,28730,28750,330747,
2021/07/01,28825 ,28830,28570,28630,319116,
2021/07/02,28735 ,28830,28665,28760,290467,
2021/07/05,28730 ,28755,28555,28570,311232,
2021/07/06,28650 ,28735,28565,28605,295112,
2021/07/07,28225 ,28415,28110,28380,509538,
2021/07/08,28270 ,28360,28090,28150,495562,
2021/07/09,27750 ,28210,27385,28210,796669,
2021/07/12,28485 ,28585,28440,28500,407098,
2021/07/13,28675 ,28840,28655,28655,309480,
2021/07/14,28510 ,28680,28440,28540,296087,
2021/07/15,28480 ,28555,28220,28220,430567,
2021/07/16,27930 ,28190,27820,27930,513743,
2021/07/19,27560 ,27775,27465,27600,539661,
2021/07/20,27325 ,27595,27280,27410,550356,
2021/07/21,27750 ,27865,27415,27560,515008,
2021/07/26,28100 ,28155,27760,27830,420790,
2021/07/27,27955 ,28025,27845,27910,305905,
2021/07/28,27590 ,27795,27440,27530,509450,
2021/07/29,27820 ,27820,27625,27810,374579,
2021/07/30,27680 ,27690,27250,27350,679287,
2021/08/02,27455 ,27820,27425,27740,461812,
2021/08/03,27530 ,27710,27465,27580,389243,
2021/08/04,27590 ,27625,27465,27590,305627,
2021/08/05,27480 ,27725,27475,27675,309820,
